dep_id,url,mrds_id,mas_id,site_name,latitude,longitude,region,country,state,county,com_type,commod1,commod2,commod3,oper_type,dep_type,prod_size,dev_stat,ore,gangue,other_matl,orebody_fm,work_type,model,alteration,conc_proc,names,ore_ctrl,reporter,hrock_unit,hrock_type,arock_unit,arock_type,structure,tectonic,ref,yfp_ba,yr_fst_prd,ylp_ba,yr_lst_prd,dy_ba,disc_yr,prod_yrs,discr,score
10093357,"https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10093357",W001868,,"Bauxite - India",22.66607,81.76697,AS,India,,,M,Aluminum,,,Unknown,,N,Occurrence,Bauxite,,,"LENSES, TABULAR, IRREG",,,,,,,"Bannigan, Jane L.",,,"Deccan Trap Basalt;Granite Intrusions",Basalt,,Plateau,"ROY CHOWDHURY, M.K., VENKATESH, V., PAUL, D.K., 1968, REPORT ON THE DETAILED INVESTIGATION OF SOME BAUXITE DEPOSITS OF THE AMARKANTAK AREA, MADHYA PRADESH, BULLETINS OF THE GEOLOGICAL SURVEY OF INDIA, SERIES A, NO. 28, 209 P., ILLUS. (INCL. GEOL. SKETCH MAPS).ROY CHOWDHURY, M.K., 1965, BAUXITE IN INDIA:  AN ASSESSMENT OF RESERVES.  INDIA GEOL. SURV. BULL., DELHI, SER. A, NO. 25, 127 P., ILLUS.ROY CHOWDHURY, M.K., VENKATESH, V. AND PAUL, D.K., 1964, LATERITE AND BAUXITE OF AMARKANTAK, MADHYA PRADESH, INDIA:  INTERN. GEOL. CONG., 22ND SES., NEW DELHI, PART XIV, PP. 45-63, ILLUS.ROY CHOWDHURY, 1968, P. 2",,,,,,,,,C
10093358,"https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10093358",W001870,,"Bauxite - India",22.88286,79.61656,AS,India,,,M,Aluminum,,,Unknown,,N,Occurrence,Bauxite,,,BLANKET,,,,,,,"Bannigan, Jane L.",,,,,,,"ROY CHOWDHURY, M. K., VENKATESH, V., AND BANERJEE, P. K., 1970, GENETIC PROBLEMS OF INDIAN LATERITE AND BAUXITE, IN CONFERENCE ON BAUXITE GEOLOGY:  ANN. INST. GEOL. PUBL. HUNGAR., V. 54, NO. 3, P. 179-193",,,,,,,,,D
10094105,"https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10094105",AD00225,,Ramrama,21.85503,79.94202,AS,India,"Madhya Pradesh",,M,Manganese,,,Unknown,,N,Occurrence,"Psilomelane, Rhodonite",,,,,,"Minor Supergene Oxidation",Metamorphism,,,"Pracejus, Bernard.M.",,Quartzite,,Pegmatite,"Ores Occur Around Domal Structure Of Tirodi Gneiss, Isoclinally Folded Along E-W Axis",,"PALANISAMY. V. AND MULAY, V.V., 1985, REVIEW OF GEOLOGY AND STRUCTURE OF RAMARMA - NETRA MANGANESE BELT AND ITS ECONOMIC IMPLICATIONS, BALAGHAT DISTRICT, MADHYA PRADESH. RECORDS OF THE GEOLOGICAL SURVEY OF INDIA, 114/G : 8-17.ROY,S.,1980. MANGANESE ORE DEPOSITS OF INDIA. IN: GEOLOGY AND GEOCHEMISTRY OF MANGANESE, I.M. VARENTSOV AND GY. GRASSELLY (EDS), 2:237-264.",,,,,,,,,C
10094861,"https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10094861",DE03131,,"Satara Dist.",19.45026,76.13324,AS,India,Maharashtra,,M,Aluminum,,,Unknown,,N,Occurrence,,,,,,,,,,,"Mosier, Dan",,,,,,,"SAHASRABUDHE, Y.S., 1978, BAUXITE DEPOSITS OF GUJARAT, MAHARASHTRA AND PARTS OF KARNATAKA: INDIA, GEOLOGICAL SURVEY BULLETIN, SERIES A, NO. 39, 163 P",,,,,,,,,D
10094862,"https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10094862",DE03134,,Sheveroy,22.88286,79.61656,AS,India,,,M,Aluminum,,,Unknown,,N,Occurrence,,,,,,,,,,,"Mosier, Dan",,,,,,,"U.S. BUREAU OF MINES MINERALS YEARBOOK 1963",,,,,,,,,D
10094863,"https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10094863",DE03137,,"Surat Dist.",22.70329,71.55622,AS,India,Gujarat,,M,Aluminum,,,Unknown,,N,Occurrence,,,,,,,,,,,"Mosier, Dan",,,,,,,"KRISHNASWAMY, S., 1972, INDIA'S MINERAL RESOURCES: NEW DELHI, OXFORD AND IBH PUBLISHING CO., 503 P",,,,,,,,,D
10094864,"https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10094864",DE03140,,Thana,19.45026,76.13324,AS,India,Maharashtra,,M,Aluminum,,,Unknown,,N,Occurrence,,,,,,,,,Bombay-Bombassa-Dongri,,"Mosier, Dan",,,,,,,"SAHASRABUDHE, Y.S., 1978, BAUXITE DEPOSITS OF GUJARAT, MAHARASHTRA AND PARTS OF KARNATAKA: INDIA, GEOLOGICAL SURVEY BULLETIN, SERIES A, NO. 39, 163 P",,,,,,,,,D
10094874,"https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10094874",DE03177,,"Shevaroy Hills",11.0059,78.40454,AS,India,"Tamil Nadu [Madras]",,M,Aluminum,,,Unknown,,N,Occurrence,,,,,,,,,,,"Mosier, Dan",,Hornfels,,,,,"KRISHNASWAMY, S., 1972, INDIA'S MINERAL RESOURCES: NEW DELHI, OXFORD AND IBH PUBLISHING CO., 503 P",,,,,,,,,C
10097399,"https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10097399",W001858,,"Bauxite - India",22.66607,81.76697,AS,India,,,M,Aluminum,,,Unknown,,N,Prospect,Bauxite,,,"IRREG. LENSES",Unknown,,,,Umargohan,,"Bannigan, Jane L.","Laterite W/Bauxite;Deccan, Trap Basalt;Gondwanas; Sandstone, Shale, Clays;Schists, Gneisses, Granite, Intrusion",Basalt,,,,,"ROY CHOWDHURY, M.K., VENKATESH, V., PAUL, D.K., 1968, REPORT ON THE DETAILED INVESTIGATION OF SOME BAUXITE DEPOSITS OF THE AMARKANTAK AREA, MADHYA PRADESH:  BULL. GEOL. SURV. INDIA, SER. A, NO. 28, 209 P., ILLUS, (INCL. SKETCH MAPS)",,,,,,,,,D
10097400,"https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10097400",W001862,,"Bauxite - India",22.76605,83.21693,AS,India,,,M,Aluminum,,,Unknown,,N,Prospect,Bauxite,,,IRREG,,,,,,,"Bannigan, Jane L.","Lametas; Grit, Sandstone, Shale, Limestone;Gondwanas; Sandstone, Shale, Clays",Basalt,,,,,"ROY CHOWDHURY, M.K., 1958, BAUXITE IN BIHAR, MADHYA PRADESH, VINDHYA PRADESH, MADHYA BHARAT AND BHOPAL:  GEOL. SURV. INDIA, MEM., V. 85, 270 P., ILLUS. (INCL. SKETCH MAPS)",,,,,,,,,D
10097587,"https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10097587",AD00226,,Rivona,15.16676,74.10881,AS,India,Goa,,M,Manganese,,,Unknown,,S,"Past Producer","Braunite, Jacobsite, Manganite, Pyrolusite","Chlorite, Goethite, Quartz, Sericite",,"BOULDERS AT SURFACE, CONCRETIONS, LENSES, POCKETS",,,Oxidation,"Supergene Alteration (Lateritization)",,"Crest Of Anticlines","Pracejus, Bernard.M.","Dharwar Supergroup",Phyllite,,"Diorite,Gabbro,Mafic Metamorphic Rock,Gneiss","Large Area Of Shear Zones (About 50km Long, About 20km Wide)","Indian Peninsular Shield","DESSAI, A.G., 1985 AN APPRAISAL OF THE MANGANESE ORE DEPOSITS OF GOA, INDIA. PROC INDIAN NATN. SCI. ACAD., 51/A/6: 1021-1032DESSAI, A.G. AND DESHPANDE, G.G., 1980, MINERALOGY AND PARAGENESIS OF THE MANGANESE ORE DEPOSITS OF SANGUEM DISTRICT, GOA, INDIA. RECENT RES, GEOL, 6 : 47I - 488",,,,,,,,,C
10106593,"https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10106593",AD00216,,Naveli,15.13343,74.16715,AS,India,Goa,,M,Manganese,,,Unknown,,S,Producer,"Braunite, Jacobsite, Manganite, Pyrolusite","Chlorite, Goethite, Quartz, Sericite",,"BOULDERS AT SURFACE, CONCRETIONS, LENSES, POCKETS",,,Oxidation,"Supergene Alteration (Lateritization)",,"Crest Of Anticlines","Pracejus, Bernard.M.","Dharwar Supergroup",Phyllite,,"Diorite,Gabbro,Mafic Metamorphic Rock,Gneiss","Large Area Of Shear Zones (About 50km Long, About 20km Wide)","Indian Peninsular Shield","DESSAI, A.G., 1985.  AN APPRAISAL OF THE MANGANESE ORE DEPOSITS OF GOA, INDIA.  PROC. INDIAN NATN. SCI. ACAD, 51/A/6 : 1021-1032DESSAI, A.G. AND DESHPANDE, G.G., 1980.  MINERALOGY AND PARAGENESIS OF THE MANGANESE ORE DEPOSITS OF SANGUEM DISTRICT, GOA, INDIA.  RECENT RES. GEOL., 6 : 471-483",,,,,,,,,C
10106594,"https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10106594",AD00242,,Ukwa,21.96613,80.467,AS,India,"Madhya Pradesh",,M,Manganese,,,Unknown,,M,Producer,"Braunite, Pyrolusite","Quartz, Sericite",,STRATIFORM,,,,"Metamorphism, Oxidation",,,"Pracejus, Bernard.M.",,"Quartzite,Phyllite,Schist",,,,,"SHUKLA, K.D. AND ANANDALWAR, M.A:, 1973.   THE GEOLOGY AND MANGANESE-ORE DEPOSITS OF THE BALAGHAT - UKWA AREA, BALAGHAT DISTRICT, MADHYA PRADESH.  BULLETIN OF THE GEOLOGICAL SURVEY OF INDIA, SERIES A, 22/7: 51-56",,,,,,1888,,"P.N. Bose, Geological Survey Of India",C
10106684,"https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10106684",DE00085,,"Manduapat Mine",24.75943,85.59235,AS,India,Bihar,,M,Aluminum,,,Unknown,,Y,Producer,,,,,,,,,,,"Beougher, Dee (Spanski, Gregory T.)",,,,,,,"MINING MAGAZINE, JANUAY 1989, P. 50",,,,,,,,,D
10106685,"https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10106685",DE00090,,"Chandmari Mine",26.58476,73.84918,AS,India,Rajasthan,,M,Copper,,,Unknown,,Y,Producer,,,,,,,,,,,"Beougher, Dee (Spanski, Gregory T.)",,,,,,,"MINING MAGAZINE, JANUARY 1989, P. 50",,,,,,,,,D
10106686,"https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10106686",DE00094,,"Pathatgora Mine",24.75943,85.59235,AS,India,Bihar,,M,Copper,,,Unknown,,Y,Producer,,,,,,,,,,,"Beougher, Dee (Spanski, Gregory T.)",,,,,,,"MINING MAGAZINE, JANUARY 1989, P. 50",,,,,,,,,D
10106687,"https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10106687",DE00098,,"Chowgule Mine",15.35913,74.08017,AS,India,Goa,,M,Iron,,,Unknown,,Y,Producer,,,,,,,,,,,"Beougher, Dee (Spanski, Gregory T.)",,,,,,,"MINING MAGAZINE, JANUARY 1989, P. 50",,,,,,,,,D
10106688,"https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10106688",DE00102,,"Sancordem Mine",15.35913,74.08017,AS,India,Goa,,M,Iron,,,Unknown,,Y,Producer,,,,,,,,,,,"Beougher, Dee (Spanski, Gregory T.)",,,,,,,"MINING MAGAZINE, JANUARY 1989, P. 50",,,,,,,,,D
10106689,"https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10106689",DE00108,,"Thakurani Mine",20.56599,84.50478,AS,India,Orissa,,M,Manganese,,,Unknown,,Y,Producer,,,,,,,,,,,"Beougher, Dee (Spanski, Gregory T.)",,,,,,,"MINING MAGAZINE, JANUARY 1989, P. 50",,,,,,,,,D
10106690,"https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10106690",DE00112,,"Mochia Mine",26.58476,73.84918,AS,India,Rajasthan,,M,"Lead, Zinc",,,Unknown,,Y,Producer,,,,,,,,,,,"Beougher, Dee (Spanski, Gregory T.)",,,,,,,"MINING MAGAZINE, JANUARY 1989, P. 50",,,,,,,,,D
10106729,"https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10106729",I000134,,Belkapahar,25.76583,73.43386,AS,India,Rajasthan,,N,Wollastonite,Calcium,,Unknown,,M,Producer,"Calcite, Wollastonite","Diopside, Garnet, Quartz",,,,"65: Skarn wollastonite",,,"Belkapahan, Khila",,"Orris, Greta J.",,"Pyroxenite,Schist,Gneiss",,Pyroxenite,,,"SMITH, MARTIN, 1981, WOLLASTONITE-- PRODUCTION AND CONSUMPTION CONTINUE TO CLIMB:  INDUSTRIAL MINERALS, NO. 167, P. 25-33.ANDREWS, R.W., 1970, WOLLASTONITE:  LONDON, INSTITUTE OF GEOLOGICAL SCIENCES, P. 51.ELEVATORSKI, E.A., 1975, WOLLASTONITE, IN LEFOND, S.J., ED., INDUSTRIAL MINERALS AND ROCKS (NONMETALLICS OTHER THAN FUELS), 4TH EDITION:  NEW YORK, AMERICAN INSTITUTE OF MINING, METALLURGICAL, AND PETROLEUM ENGINEERS, P. 1227-1234.HARBEN, P.W., AND BATES, R.L., 1990, WOLLASTONITE, IN INDUSTRIAL MINERALS GEOLOGY AND WORLD DEPOSITS:  LONDON, METAL BULLETIN PLC, P. 299-301.FATTAH, HASSAN, 1994, WOLLASTONITE-- NEW ASPECTS PROMISE GROWTH:  INDUSTRIAL MINERALS, NO. 326, P. 21-43.HARBEN AND BATES, 1990.SMITH, 1981 FOR FIRST 2 ESTIMATES; THIRD ESTIMATE FROM ANDREWS, 1970.",,,,,,1969,,,C
10106762,"https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10106762",ISM0036,,"Kaliapani Mine",21.04953,85.75019,AS,India,Orissa,,M,Chromium,,,Unknown,,Y,Producer,,,,,,,,,"Sukinda Valley Complex",,"Lipin Bruce R","Dharwar System",Dunite,,,"Disrupted Layered Ultramafic Complex; Deeply Weathered","Stable Prec Craton","DUKE, V.W.A., 1982, CHROMIUM--A MINERAL COMMODITY REVIEW: SOUTH AFRICA MINERALS BUREAU INTERNAL REPORT 86, 317 P. (C14, REP4)STEINER, L., 1979, CHROMIT, IN ROHSTOFFWIRTSCHAFTLICHE LANDERBERICHTE-XX.  INDIEN: HANNOVER (GERMANY, FEDERAL REPUBLIC), BUNDESANSTALT FUR GEOWISSENSCHAFTEN UND ROHSTOFFE, 155 P. (G10, G13, C18, L10, L5-L6)BANERJEE, P.K., 1971, THE SUKINDA CHROMITE FIELD, CUTTACK DISTRICT, ORISSA:  INDIA GEOLOGICAL SOCIETY RECORDS, V. 96, PT. 2, P. 140-177.",,1968,>,1982,,1950,,,B
10107284,"https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10107284",W007002,,"Amba Dongar Fluorspar Deposit",21.99948,74.08383,AS,India,Gujarat,,N,Fluorine-Fluorite,,,Unknown,,Y,Producer,Fluorite,"Barite, Dickite, Quartz",,IRREGULAR,,,"Silicification And Fenetization Of Carbonatites",,,"Joints And Cavities In Carbonatites. Boundary Zone Between Sovite Ring Dike And Feldspathized Bagh Sandstone","Schruben, Paul G.","Sovite;Bagh Sandstone","Intrusive Carbonatite,Sandstone","Carbonatite Breccia;Ankeritic Carbonatite;K Feldspar Xenolithis","Intrusive Carbonatite","E - W Tertiary Rift Fault (Narmada Valley), Deccan Plateau, Joints, Cavities","Deccan Plateau","DEANS, T. AND OTHERS, 1972, METASOMATIC FELDSPAR ROCKS (POTASH FENITES) ASSOCIATED WITH THE FLUORITE DEPOSITS AND CARBONATITES OF AMBA DONGAR, INDIA: INST. MINING AND METALLURGY (LONDON), FEB. 1972.SWEETWOOD, C., 1973, FLUORSPAR (AND CRYOLITE), STATE DEPARTMENT COMMUNICATION FROM NEW DELHI MINERAL ATTACHE, A-191, JUNE 1973, P. 50 - 52SWEETWOOD, C., 1973, STATE DEPT. COMMUNICATION.",,,,,,,,,B
10107440,"https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10107440",W700179,,"Kiriburu Mine",22.06611,85.26688,AS,India,Orissa,,M,Iron,,,Unknown,,Y,Producer,Hematite,,,,,"241: Superior Fe (BC name is Lake Superior & Rapitan types iron-formation)",,,,,"Paidakovich, Matthew E.",,Quartzite,,,,,"MINING MAGAZINE, JANUARY, 1987, P. 63.KRISHNASWAMI, S., 1979, INDIA'S MINERAL RESOURCES:  NEW DELHI, OXFORD & IBH PUBLISHING CO., 658 P.",,,,,,,,,C
10107441,"https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10107441",W700188,,"Noamundi Mine",22.13277,85.16688,AS,India,Bihar,,M,Iron,,,Unknown,,Y,Producer,Hematite,,,,,"241: Superior Fe (BC name is Lake Superior & Rapitan types iron-formation)",,,"Includes Kotmati Buru, Maha Buru, Pachi Buru, Cond Buru, Lagirda Buru, Bai Buru, Hati Gutu, Cheriapet Buru, Baljori",,"Paidakovich, Matthew E.",,Quartzite,,,,,"MINING MAGAZINE, JANUARY, 1987, P. 63.KRISHNASWAMI, S., 1979, INDIA'S MINERAL RESOURCES:  NEW DELHI, OXFORD & IBH PUBLISHING CO., 658 P.NISHIWAKI, CHIKAO, 1970, IRON ORE DEPOSITS OF THE MIDDLE EAST, ASIA AND THE FAR EAST, IN SURVEY OF WORLD IRON ORE RESOURCES:  NEW YORK, UNITED NATIONS, P. 102-206.",,,,,,,,,C
10109575,"https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10109575",M046484,,"Kappatgode Region",15.4334,74.98379,AS,India,,,M,"Silver, Gold",,Platinum,Unknown,Placer,Y,Producer,Silver,,,,,,,,Dharwar,,"Blair, Will N.",,,,,,,"BALL, 1881, A MANUAL OF THE GEOL. OF INDIA: GEOLOGICAL SURVEY OF INDIA, PT. 3, P. 168RUDRA, 1904, MIN. RES. BRITISH INDIA: AIME, V. 34, P. 825QUIRING, 1962, DIE METALLISCHEN ROHSTOFFE: PLATINMETALLE 16 BAND, ENKE VERLAG, P. 133",,,,,,,,,D
10109576,"https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10109576",M046488,,Dhangaon,23.58265,80.18367,AS,India,"Madhya Pradesh",,M,Aluminum,,Platinum,Unknown,,Y,Producer,Bauxite,,,,,,,,"Jabalpur, Dhangawa, Dhangawan Bauxite Deposit",,"Blair, Will N.",,,,,,,"BROWN ET AL, 1955, INDIA'S MINERAL WEALTH: OXFORD UNIV. PRESS, P. 143CHATTERJEE, 1960, INDEX INDIAN MINERAL OCCURRENCES: GEOLOGICAL SURVEY INDIA, PART 1 (A - E), P. 31; PART III, P. 413",,,,,,,,,C
10111419,"https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10111419",DE03046,,Gandhamasdan,20.56599,84.50478,AS,India,Orissa,,M,Aluminum,,,Unknown,Residual,U,Unknown,Gibbsite,,,,,"111: Bauxite, laterite type",,,,,"Mosier, Dan",,,,,,,"MINING JOURNAL, FEB. 27, 1987, 308:7906, P. 144",,,,,,,,,C
10118317,"https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10118317",,5330290040,Surtur,15.25008,75.66044,AS,India,Karnataka,,M,,,Copper,Unknown,,,Occurrence,,,,,,,,,,,"West, B.J.",,,,,,,"DUNN J A 1965 BULL GSI SERIES A-ECON GEOL NO 23-COPPER P 122",,,,,,,,,D
10118527,"https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10118527",,5330070090,"Jalamial Buru",22.19943,85.4002,AS,India,Bihar,,M,,,Iron,Surface-Underground,,,Prospect,,,Hematite,,,,,,,,Unknown,,,,,,,"U.N., SURV. WORLD IRON ORE RES., 1970, N.Y., DEPT. ECON. & SFFAIRS, P. 114,149",,,,,,,,,D
10118558,"https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10118558",,5330370161,"Kathpal Omc",21.01623,85.71689,AS,India,Orissa,,M,Chromium,,,Surface,,,Producer,,,,,,,,,,,Unknown,,,,,,,,,,,,,,,,E
10133715,"https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10133715",,5330370066,"South East of Palsa",21.90946,85.4002,AS,India,Orissa,,M,,,Iron,Unknown,,,Prospect,,,Hematite,,,,,,,,"West, B.J.",,,,,,,"UNITED NATIONS, SURVEY OF WORLD IRON ORE RESOURCES, 1970, NEDEPT. OF ECONOMIC AND SOCIAL AFFAIRS, P.114-153.",,,,,,,,,D
10133737,"https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10133737",,5330030019,"Sandur Mountains:Donimalai Range",15.0801,76.55042,AS,India,"Andhra Pradesh",,M,,,Iron,Surface,,,Prospect,,,Hematite,,,,,,"Devadari Range, Kumaraswami-Kammadheruvu,, Kanavehalli Range Ramandrug Range, Timmapanna Gudi Range",,"West, B.J.",,,,,,,"KRISHNAN,M.S.,1951,MINERAL RESOURCES OF MADRAS,MEMOIRS OF THSURVEY OF INDIA,VOL. 80,P145.RESERVE FIGURES GIVEN.",,,,,,,,,D
10133738,"https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10133738",,5330290013,"Kumtato To Coondapur Coastal Belt",13.73023,74.91046,AS,India,Karnataka,,M,,,"Aluminum, Iron, Titanium, Silica",Surface,,,Prospect,,,,,,,,,"Swarnagadde, Haladipur, Talagod, Mundalli, Paduvare, Dohara, Mud, Ugal Pare, Nagankal Bare, Guppi P, Are",,"West, B.J.",,,,,,,"RADHAKRISHNA, B.P., THE OCCURANCE OF BAUXITE ALONG THE WESTF MYSORE STATE, SOUTH INDIA GEOLOGICAL SOCIETY OF INDIA JOUR6, P.62-66, 1965.",,,,,,,,,D
10133744,"https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10133744",,5330370025,Bichikhani,21.87946,85.15021,AS,India,Orissa,,M,,,Iron,Unknown,,,Prospect,,,Hematite,,,,,,,,"West, B.J.",,,,,,,"UNITED NATIONS, SURVEY OF WORLD IRON ORE RESOURCES, 1970, NEDEPT. OF ECONOMIC AND SOCIAL AFFAIRS, P.114, 150.",,,,,,,,,D
10133765,"https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10133765",,5330030047,"Gunter Area: Venparla, Purimetla,",16.29997,80.43032,AS,India,"Andhra Pradesh",,M,,,Iron,Underground,,,Prospect,,,Magnetite,,,,,,"Singirikonda, Gundlakamma, Tammav, Aram Hill",,"West, B.J.",,,,,,,"U.N., SURV. WORLD IRON ORE RES., 1970, N.Y., DEPT. ECON. & SFFAIRS, P. 111-146",,,,,,,,,D
10133766,"https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10133766",,5330370166,"Gurjang Block Pit No.1",21.06203,85.79329,AS,India,Orissa,,M,Chromium,,,Surface,,,"Past Producer",,,,,,,,,,,"Boyle, Ed",,,,,,,,,,,,,,,,E
10133798,"https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10133798",,5330210126,"Imalia-Sleemanabad Copper Belt",23.59932,80.25034,AS,India,"Madhya Pradesh",,M,,,"Copper, Lead",Unknown,,,Prospect,,,"Barite, Chalcopyrite, Cuprite, Galena, Magnetite, Malachite, Pyrite, Quartz, Tetrahedrite",,,,,,,,"West, B.J.",,,,,,,"DUNN J A 1965 BULL GSI SERIES A-ECON GEOL NO 23-COPPER P 109",,,,,,,,,C
10133804,"https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10133804",,5330070126,Sunrgi,22.60939,86.55017,AS,India,Bihar,,B,,,"Copper, Phosphorus-Phosphates",Unknown,,,"Past Producer",,,"Apatite, Azurite, Copper, Cuprite, Malachite",,,,,,,,"West, B.J.",,,,,,,"DUNN J A,1965 BULL GSI SERIES A-ECON GEOL NO 23-COPPER P 88-",,,,,,,,,D
10133834,"https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10133834",,5330430005,Rasipur-Namakkal,11.83041,78.23037,AS,India,,,M,,,Iron,Unknown,,,Prospect,,,Magnetite,,,,,,,,"West, B.J.",,,,,,,"U.N., SURV. WORLD IRON ORE RES., 1970, N.Y., DEPT. ECON. & SFFAIRS, P. 111, 159",,,,,,,,,D
10133837,"https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10133837",,5330150013,Gagangir,34.27854,75.20053,AS,India,"Jammu and Kashmir",,M,,,Copper,Unknown,,,"Past Producer",,,,,,,,,,,"West, B.J.",,,,,,,"DUNN J A 1965 BULL GSI SERIES A-ECON GEOL NO 23-COPPER P 102",,,,,,,,,D
10133850,"https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10133850",,5330372001,"(Facility) Damanjodi Refinery",21.03284,82.83357,AS,India,Orissa,,M,Aluminum,,,"Processing Plant",,,Plant,,,,,,,,,,,"Wilburn, David R.",,,,,,,"ALUMINUM PRODUCTION COST SURVEY, 1980-1985 BROOK HUNT ANDASSOCIATES LT. PG. 297INHOUSE MAFO DATA      (ALL RECORDS)",,1987,,,,,,,C
10133872,"https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10133872",,5330230022,"Chorbaoli-Muknapur Manganese Ore",21.4795,79.31036,AS,India,Maharashtra,,M,,,Manganese,Unknown,,,Prospect,,,"Piedmontite, Pyrolusite",,,,,,Belt,,"West, B.J.",,,,,,,"CHAKRAVARTY, S C 1973 THE GEOLOGYAND MANGANESE ORE DEPOSITSRI-MANSAR AREA NE PART OF NAGPUR DISTRICT, MAHARASHTRA PT 3SERIES A-ECON GEOL BULL OF GSI P 128-130",,,,,,,,,C
10133901,"https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10133901",,5330230010,"Lohdongri Deposit",21.32952,79.36036,AS,India,Maharashtra,,B,,,"Iron, Manganese, Phosphorus-Phosphates, Silica",Surface,,,"Past Producer",,,"Mica, Sillimanite",,,,,,,,"West, B.J.",,,,,,,"CHAKRAVARTY,S C 1973 THE GEOLOGY AND MANGANESE-ORE DEPOSITSRI-MANSAR AREA, NE PART OF NAGPURDISTRICT, MAHARASHTRA PARTSERIES A- ECON GEOL BULL OF GSI  P 20-24",,1901,,,,,,,D
10133903,"https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10133903",,5330030016,Chabali,14.50015,78.60037,AS,India,"Andhra Pradesh",,M,,,Iron,Surface,,,Prospect,,,,,,,,,,,"West, B.J.",,,,,,,"KRISHNAN, M.S., 1951, MINERAL RESOURCES OF MADRAS, V.80, MEMTHE GEOLOGICAL SURVEY OF INDIA P 141-142.RES.GR.FROM 1943 ASRESERVE TONNAGE FROM KRISHNAN.",,,,,,,,,D
10133911,"https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10133911",,5330030024,Attur-Singiliyankombai,11.60043,78.60036,AS,India,"Andhra Pradesh",,M,,,"Iron, Silica",Surface,,,Prospect,,,"Chlorite, Garnet, Hematite, Magnetite, Quartz",,,,,,,,"West, B.J.",,,,,,,"KRISHNAN, M.S., MINERAL RESOURCES OF MADRAS, MEMOIRS OF THESURVEY OF INDIA,VOL.80,P.148,1951.GIVES RES.FIGURES.",,,,,,,,,C
10133919,"https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10133919",,5330430012,Odiyandal,11.9504,79.03035,AS,India,,,M,,,Copper,Unknown,,,Occurrence,,,"Malachite, Pyrite",,,,,,,,"West, B.J.",,,,,,,"DUNN J A 1965 BULL GSI SERIES A-ECON GEOL NO 23-COPPER P 115",,,,,,,,,D
10133939,"https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10133939",,5330290014,Ramandrug,15.26008,76.38042,AS,India,Karnataka,,B,,,"Aluminum, Iron, Phosphorus-Phosphates, Sulfur, Silica",Unknown,,,Producer,,,Hematite,,,,,,,,"West, B.J.",,,,,,,"U.N., SURV. WORLD IRON ORE RES., 1970, N.Y., DEPT. ECON. & SFFAIRS, P. 111,160",,,,,,,,,D
